Name,Country,Gender,Flights,Total.Flights,Total.Flight.Time,Birth.Year,Military,Selection.Group,Selection.Year,Lifetime.Statistics.Mission.count,Mission.Role,Mission.Year,Mission.Name,Mission.Vechicles.Ascent,Vechicles.Orbit,Vechicles.Decent,Durations.Mission.duration,Lifetime.Statistics.Mission.duration,Mission.Durations.EVA.duration,Lifetime.Statistics.EVA.duration,Status,Birth_Place,Undergraduate_Major,Graduate_Major,Military.Rank,Military.Branch,Space.Flights,Space.Flight..hr.,Space.Walks,Space.Walks..hr.,Missions,Death_Date,Death_Mission,undg_area,Gender_prop,total_duration,nat_total_flight,first_edu,second_edu,birth_city,grad_area,Birth_Month,Birth_Day,Selection_Age,Mission_Age
Jean-Franois Clervoy,NA,Other,NA,NA,NA,1958,TRUE,CNES-2/ESA-2/EAC,1985,3,MSP,1994,STS-66,STS-66,STS-66,STS-66,263,675.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,27,36
Jean-Franois Clervoy,NA,Other,NA,NA,NA,1958,TRUE,CNES-2/ESA-2/EAC,1985,3,MSP,1997,STS-84,STS-84,STS-84,STS-84,221.1,675.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,27,39
Jean-Franois Clervoy,NA,Other,NA,NA,NA,1958,TRUE,CNES-2/ESA-2/EAC,1985,3,MSP,1999,STS-103,STS-103,STS-103,STS-103,191,675.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,27,41
Boming Liu,NA,Other,NA,NA,NA,1966,TRUE,China-1,2008,1,flight engineer,2008,Shenzhou 7,Shenzhou 7,Shenzhou 7,Shenzhou 7,68,68,0.03,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,42,42
Bjarni Tryggvason,Canada,Male,STS-85 (1997),1,011:20:27,1945,TRUE,1983 NRC Group,1983,1,PSP,1997,STS-85,STS-85,STS-85,STS-85,284,284,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,38,52
Hans Schlegel,Germany,Male,"STS-55 (1993), STS-122 (2008)",2,022:18:02,1951,TRUE,DLR-2/EAC,1987,2,PSP,1993,STS-55,STS-55,STS-55,STS-55,240,546,0,6.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,36,42
Hans Schlegel,Germany,Male,"STS-55 (1993), STS-122 (2008)",2,022:18:02,1951,TRUE,DLR-2/EAC,1987,2,MSP,2008,STS-122,STS-122,STS-122,STS-122,306,546,6.75,6.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,36,57
Jean-Jacques Favier,France,Male,STS-78 (1996),1,016:21:48,1949,TRUE,CNES-2,1985,1,PSP,1996,STS-78,STS-78,STS-78,STS-78,405.8,405.8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,36,47
Luca Parmitano,Italy,Male,"Soyuz TMA-09M (2013), Soyuz MS-13 (2019)",2,366:16:42,1976,TRUE,2009 ESA Group,2009,2,flight engineer,2013,36,Soyuz TMA-09M,ISS,Soyuz TMA-09M,3990.28,8293.31,7.65,26.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,33,37
Soichi Noguchi,Japan,Male,"STS-114 (2005), Soyuz TMA-17 (2009), SpaceX Crew-1 (2020)",3,344:09:34,1965,TRUE,NASDA-3,1996,2,MSP,2005,STS-114,STS-114,STS-114,STS-114,333.55,4251.1,20.08,20.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,31,40
Soichi Noguchi,Japan,Male,"STS-114 (2005), Soyuz TMA-17 (2009), SpaceX Crew-1 (2020)",3,344:09:34,1965,TRUE,NASDA-3,1996,2,flight engineer,2009,22,Soyuz TMA-17,ISS,Soyuz TMA-17,3917.55,4251.1,0,20.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,31,44
Valentina Tereshkova,Soviet Union,Female,Vostok 6 (1963),1,002:22:50,1937,TRUE,VVS Women,1962,1,pilot,1963,Vostok 6,Vostok 6,Vostok 6,Vostok 6,70.83,70.83,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,25,26
John W. Young,NA,Other,NA,NA,NA,1930,TRUE,1962 NASA group 2,1962,6,pilot,1965,Gemini 3,Gemini 3,Gemini 3,Gemini 3,4.86,835.65,0,20.23,Retired,"San Francisco, CA",Aeronautical Engineering,,Captain,US Navy (Retired),6,835,3,20,"Gemini 3, Gemini 10, Apollo 10, Apollo 16, STS-1 (Columbia), STS-9 (Columbia)",,,Aerospace Engineering,0.052322163,3780028.675,2186,Georgia Institute of Technology,NA,San Francisco,Unknown / NA,9,24,32,35
John W. Young,NA,Other,NA,NA,NA,1930,TRUE,1963 NASA group 2,1962,6,pilot,1966,Gemini 10,Gemini 10,Gemini 10,Gemini 10,70.77,835.65,0,20.23,Retired,"San Francisco, CA",Aeronautical Engineering,,Captain,US Navy (Retired),6,835,3,20,"Gemini 3, Gemini 10, Apollo 10, Apollo 16, STS-1 (Columbia), STS-9 (Columbia)",,,Aerospace Engineering,0.052322163,3780028.675,2186,Georgia Institute of Technology,NA,San Francisco,Unknown / NA,9,24,32,36
John W. Young,NA,Other,NA,NA,NA,1930,TRUE,1964 NASA group 2,1962,6,pilot,1969,Apollo 10,Apollo 10,Apollo 10,Apollo 10,192.05,835.65,0,20.23,Retired,"San Francisco, CA",Aeronautical Engineering,,Captain,US Navy (Retired),6,835,3,20,"Gemini 3, Gemini 10, Apollo 10, Apollo 16, STS-1 (Columbia), STS-9 (Columbia)",,,Aerospace Engineering,0.052322163,3780028.675,2186,Georgia Institute of Technology,NA,San Francisco,Unknown / NA,9,24,32,39
John W. Young,NA,Other,NA,NA,NA,1930,TRUE,1965 NASA group 2,1962,6,commander,1972,Apollo 16,Apollo 16,Apollo 16,Apollo 16,265.85,835.65,20.23,20.23,Retired,"San Francisco, CA",Aeronautical Engineering,,Captain,US Navy (Retired),6,835,3,20,"Gemini 3, Gemini 10, Apollo 10, Apollo 16, STS-1 (Columbia), STS-9 (Columbia)",,,Aerospace Engineering,0.052322163,3780028.675,2186,Georgia Institute of Technology,NA,San Francisco,Unknown / NA,9,24,32,42
John W. Young,NA,Other,NA,NA,NA,1930,TRUE,1966 NASA group 2,1962,6,commander,1981,STS-1,STS-1,STS-1,STS-1,54.5,835.65,0,20.23,Retired,"San Francisco, CA",Aeronautical Engineering,,Captain,US Navy (Retired),6,835,3,20,"Gemini 3, Gemini 10, Apollo 10, Apollo 16, STS-1 (Columbia), STS-9 (Columbia)",,,Aerospace Engineering,0.052322163,3780028.675,2186,Georgia Institute of Technology,NA,San Francisco,Unknown / NA,9,24,32,51
John W. Young,NA,Other,NA,NA,NA,1930,TRUE,1967 NASA group 2,1962,6,commander,1983,STS-9,STS-9,STS-9,STS-9,240,835.65,0,20.23,Retired,"San Francisco, CA",Aeronautical Engineering,,Captain,US Navy (Retired),6,835,3,20,"Gemini 3, Gemini 10, Apollo 10, Apollo 16, STS-1 (Columbia), STS-9 (Columbia)",,,Aerospace Engineering,0.052322163,3780028.675,2186,Georgia Institute of Technology,NA,San Francisco,Unknown / NA,9,24,32,53
Haipeng Jing,NA,Other,NA,NA,NA,1966,TRUE,China-1,2008,3,flight engineer,2008,Shenzhou 7,Shenzhou 7,Shenzhou 7,Shenzhou 7,68,1146,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,42,42
Haipeng Jing,NA,Other,NA,NA,NA,1966,TRUE,China-1,2008,3,commander,2012,Shenzhou 9,Shenzhou 9,Shenzhou 9,Shenzhou 9,303.5,1146,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,42,46
Haipeng Jing,NA,Other,NA,NA,NA,1966,TRUE,China-1,2008,3,commander,2016,Shenzhou 11,Shenzhou 11,Shenzhou 11,Shenzhou 11,774.5,1146,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,42,50
Akihiko Hoshide,Japan,Male,"STS-124 (2008), Soyuz TMA-05M (2012), SpaceX Crew-2 (2021)",3,1752:00:03,1968,TRUE,NASDA-4,1999,2,MSP,2008,STS-124,STS-124,STS-124,STS-124,306.25,3377.5,0,21.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,31,40
Akihiko Hoshide,Japan,Male,"STS-124 (2008), Soyuz TMA-05M (2012), SpaceX Crew-2 (2021)",3,1752:00:03,1968,TRUE,NASDA-4,1999,2,flight engineer,2012,32,Soyuz TMA-05M,ISS,Soyuz TMA-05M,3047.25,3377.5,21.38,21.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,31,44
Thomas Reiter,Germany,Male,"Soyuz TM-22 (1995), STS-121 (2006)",2,350:05:35,1958,TRUE,ESA-2/EAC,1992,2,flight engineer,1995,20,Soyuz TM-22,Mir,Soyuz TM-22,4297.6,8405.58,8.35,14.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,34,37
Thomas Reiter,Germany,Male,"Soyuz TM-22 (1995), STS-121 (2006)",2,350:05:35,1958,TRUE,ESA-2/EAC,1992,2,flight engineer,2006,13,STS-121,ISS,STS-116,4108,8405.58,5.9,14.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,34,48
Vladimir Komarov,Soviet Union,Male,"Voskhod 1 (1964), Soyuz 1 (1967)",2,002:03:04,1927,TRUE,TsPK-1,1960,2,commander,1964,Voskhod 1,Voskhod 1,Voskhod 1,Voskhod 1,24.28,51.07,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,33,37
Vladimir Komarov,Soviet Union,Male,"Voskhod 1 (1964), Soyuz 1 (1967)",2,002:03:04,1927,TRUE,TsPK-2,1960,2,commander,1967,Soyuz 1,Soyuz 1,Soyuz 1,Soyuz 1,26.78,51.07,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,33,40
James A. McDivitt,NA,Other,NA,NA,NA,1929,TRUE,NASA- 2,1962,2,commander,1965,Gemini 4,Gemini 4,Gemini 4,Gemini 4,97,338,0,0,Retired,"Chicago, IL",Astronautical Engineering,,Brigadier General,US Air Force (Retired),2,338,0,0,"Gemini 4, Apollo 9",,,Aerospace Engineering,0.052322163,3780028.675,2186,University of Michigan,NA,Chicago,Unknown / NA,6,10,33,36
James A. McDivitt,NA,Other,NA,NA,NA,1929,TRUE,NASA- 2,1962,2,commander,1969,Apollo 9,Apollo 9,Apollo 9,Apollo 9,241,338,0,0,Retired,"Chicago, IL",Astronautical Engineering,,Brigadier General,US Air Force (Retired),2,338,0,0,"Gemini 4, Apollo 9",,,Aerospace Engineering,0.052322163,3780028.675,2186,University of Michigan,NA,Chicago,Unknown / NA,6,10,33,40
Claudie (Haigner) Andr-Deshays,NA,Other,NA,NA,NA,1957,TRUE,CNES-2/EAC,1985,2,MSP,1996,Soyuz TM-24/23,Soyuz TM-24,Soyuz TM-24,Soyuz TM-23,378.4,614.37,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,28,39
Claudie (Haigner) Andr-Deshays,NA,Other,NA,NA,NA,1957,TRUE,CNES-2/EAC,1985,2,flight engineer,2001,Soyuz TM-33/32,Soyuz TM-33,Soyuz TM-33,Soyuz TM-32,236,614.37,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,28,44
Dafydd Rhys Williams,NA,Other,NA,NA,NA,1954,TRUE,1992 CSA Group,1992,2,MSP,1998,STS-90,STS-90,STS-90,STS-90,381.85,676.85,0,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,38,44
Dafydd Rhys Williams,NA,Other,NA,NA,NA,1954,TRUE,1992 CSA Group,1992,2,MSP,2007,STS-118,STS-118,STS-118,STS-118,305,676.85,17.78,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,38,53
Wang Liu,NA,Other,NA,NA,NA,1969,TRUE,China-1,2012,1,flight engineer,2012,Shenzhou 9,Shenzhou 9,Shenzhou 9,Shenzhou 9,303.5,312,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,43,43
Samantha Cristofretti,NA,Other,NA,NA,NA,1977,TRUE,2009 ESA Group,2009,1,flight engineer,2014,42,Soyuz TMA-15M,ISS,Soyuz TMA-15M,4783.5,4783.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,32,37
Julie Payette,Canada,Female,"STS-96 (1999), STS-127 (2009)",2,025:07:58,1963,TRUE,1992 CSA Group,1992,2,MSP,1999,STS-96,STS-96,STS-96,STS-96,235.23,611.98,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,29,36
Julie Payette,Canada,Female,"STS-96 (1999), STS-127 (2009)",2,025:07:58,1963,TRUE,1992 CSA Group,1992,2,MSP,2009,STS-127,STS-127,STS-127,STS-127,376.75,611.98,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,29,46
Konstantin Feoktistov,Soviet Union,Male,Voskhod 1 (1964),1,001:00:17,1926,TRUE,Voskhod-1 / TsKBEM-1,1964,1,MSP,1964,Voskhod 1,Voskhod 1,Voskhod 1,Voskhod 1,24.28,24.28,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,38,38
Naoko Yamazaki,Japan,Female,STS-131 (2010),1,015:02:47,1970,TRUE,NASDA-4,1999,1,MSP,2010,STS-131,STS-131,STS-131,STS-131,362.8,362.8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,29,40
Reinhold Ewald,Germany,Male,Soyuz TM-25 (1997),1,019:16:34,1956,TRUE,DLR-3/EAC,1990,1,MSP,1997,Soyuz TM-25/24,Soyuz TM-25,Soyuz TM-25,Soyuz TM-24,472.57,472.57,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,34,41
Edward H. White,NA,Other,NA,NA,NA,1930,TRUE,1962 NASA group 2,1962,1,pilot,1965,Gemini 4,Gemini 4,Gemini 4,Gemini 4,97.93,97.93,0.33,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,32,35
Lopold Eyharts,NA,Other,NA,NA,NA,1957,TRUE,CNES-3/EAC,1990,2,MSP,1998,Soyuz TM-27/26,Soyuz TM-27,Soyuz TM-27,Soyuz TM-26,496.5,1653.52,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,33,41
Lopold Eyharts,NA,Other,NA,NA,NA,1957,TRUE,CNES-3/EAC,1990,2,flight engineer,2008,16,STS-122,ISS,STS-123,1157,1653.52,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,33,51
Yang Liu,NA,Other,NA,NA,NA,1978,TRUE,China-2,2012,1,flight engineer,2012,Shenzhou 9,Shenzhou 9,Shenzhou 9,Shenzhou 9,303.5,312,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,34,34
Boris Yegorov,Soviet Union,Male,Voskhod 1 (1964),1,001:00:17,1937,TRUE,Voskhod-1,1964,1,MSP,1964,Voskhod 1,Voskhod 1,Voskhod 1,Voskhod 1,24.28,24.28,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,27,27
Gerhard Thiele,Germany,Male,STS-99 (2000),1,011:05:40,1953,TRUE,DLR-2/EAC,1987,1,MSP,2000,STS-99,STS-99,STS-99,STS-99,269.65,269.65,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,34,47
Philippe Perrin,France,Male,STS-111 (2002),1,013:20:35,1963,TRUE,CNES-3/EAC,1990,1,MSP,2002,STS-111,STS-111,STS-111,STS-111,332.58,332.58,19.52,19.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,27,39
Satoshi Furukawa,Japan,Male,Soyuz TMA-02M (2011),1,167:06:14,1964,TRUE,NASDA-4,1999,1,flight engineer,2011,28,Soyuz TMA-02M,ISS,Soyuz TMA-02M,4014,4014,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,35,47
